Date,Close,Volume,Daily_Trading_Volume
2024-02-13 00:00:00+00:00,108.9000015258789,152412,16597667.032562256
2024-02-14 00:00:00+00:00,108.91999816894531,457113,49788747.1230011
2024-02-15 00:00:00+00:00,108.97000122070312,455429,49628098.6859436
2024-02-16 00:00:00+00:00,108.9800033569336,158272,17248483.091308594
2024-02-19 00:00:00+00:00,108.9800033569336,45584,4967744.473022461
2024-02-20 00:00:00+00:00,109.0199966430664,147402,16069765.545181274
2024-02-21 00:00:00+00:00,109.0199966430664,361789,39442235.56549835
2024-02-22 00:00:00+00:00,109.05999755859375,300255,32745809.566955566
2024-02-23 00:00:00+00:00,109.08000183105469,275427,30043577.6643219
2024-02-26 00:00:00+00:00,109.08000183105469,116826,12743380.293914795
